Epoch, Train Loss, Validation Loss
1, 155.5428, 195.5537
2, 138.7611, 137.7201
3, 103.8607, 111.9770
4, 98.3079, 99.1497
5, 81.6585, 98.9593
6, 86.6181, 70.5457
7, 69.7452, 109.6141
8, 94.5165, 65.8498
9, 96.2472, 99.1257
10, 84.5834, 80.1421
11, 72.4558, 57.1931
12, 70.0555, 87.9914
13, 89.8844, 55.9282
14, 86.8672, 69.9146
15, 81.0777, 114.5609
16, 85.6146, 61.0895
17, 74.3877, 59.7854
18, 74.8352, 87.6295
19, 69.2823, 52.9206
20, 68.3894, 70.2301
21, 84.5922, 77.0721
22, 61.3917, 52.9746
23, 78.5463, 68.5319
24, 74.4150, 59.5573
25, 60.3530, 52.2137
26, 66.9803, 55.0579
27, 72.2866, 55.0771
28, 62.1653, 65.7171
29, 62.2316, 57.1828
30, 69.4196, 56.8424
31, 55.4636, 75.1426
32, 62.5284, 53.1093
33, 62.1460, 75.3162
34, 68.6954, 49.0428
35, 63.1447, 80.1015
36, 64.5088, 60.6418
37, 63.4294, 56.0080
38, 68.1781, 47.4141
39, 52.2342, 93.2451
40, 72.3894, 55.3987
41, 71.7816, 44.6862
42, 70.0070, 104.5105
43, 85.9692, 97.4191
44, 76.5008, 49.1876
45, 85.3037, 71.9216
46, 66.5283, 59.3190
47, 65.6855, 51.5815
48, 60.7417, 64.4781
49, 62.2559, 70.2332
50, 66.2924, 57.9197
51, 60.3106, 53.9912
52, 60.5216, 66.9439
53, 70.4864, 51.2889
54, 62.4185, 51.5214
55, 62.7256, 64.2099
56, 69.6769, 52.4872
57, 59.9574, 57.0432
58, 61.0813, 50.4241
59, 65.6269, 47.8304
60, 70.6739, 50.2757
61, 64.3605, 53.4633
Test RMSE: 7.2652, MAE: 1.2873
