Epoch, Train Loss, Validation Loss
1, 163.1696, 220.8923
2, 171.3552, 220.8896
3, 189.6295, 220.8867
4, 181.1405, 220.8840
5, 145.4072, 220.8816
6, 176.0185, 220.8789
7, 158.2800, 220.8764
8, 195.5337, 220.8735
9, 182.9356, 220.8705
10, 166.7292, 220.8680
11, 179.9134, 220.8651
12, 210.3608, 220.8621
13, 156.6466, 220.8596
14, 149.5395, 220.8572
15, 174.2138, 220.8545
16, 182.3695, 220.8516
17, 158.5794, 220.8489
18, 170.6112, 220.8461
19, 182.1119, 220.8433
20, 180.4342, 220.8403
21, 188.5799, 220.8373
22, 179.8528, 220.8343
23, 174.5997, 220.8312
24, 190.9036, 220.8280
25, 190.6322, 220.8248
26, 173.1145, 220.8217
27, 184.4278, 220.8185
28, 193.4521, 220.8150
29, 183.7396, 220.8117
30, 193.2026, 220.8081
31, 197.7907, 220.8046
32, 182.0771, 220.8011
33, 182.8332, 220.7975
34, 177.6973, 220.7939
35, 166.4998, 220.7902
36, 183.1100, 220.7864
37, 159.8698, 220.7828
38, 186.7368, 220.7786
39, 176.1874, 220.7746
40, 150.1496, 220.7709
41, 170.6080, 220.7667
42, 175.0774, 220.7622
43, 172.4886, 220.7576
44, 176.7465, 220.7528
45, 165.4733, 220.7481
46, 177.9788, 220.7428
47, 157.6031, 220.7379
48, 148.1378, 220.7332
49, 157.2683, 220.7280
50, 162.5791, 220.7223
51, 161.8931, 220.7164
52, 203.2124, 220.7094
53, 171.5987, 220.7027
54, 171.7278, 220.6959
55, 160.4048, 220.6889
56, 153.8868, 220.6822
57, 137.9059, 220.6759
58, 155.2528, 220.6685
59, 171.3631, 220.6602
60, 196.8230, 220.6505
61, 182.6580, 220.6410
62, 170.1538, 220.6311
63, 160.3225, 220.6213
64, 150.1702, 220.6116
65, 174.0942, 220.5997
66, 175.0055, 220.5876
67, 176.7194, 220.5747
68, 192.5523, 220.5598
69, 166.5529, 220.5455
70, 182.0349, 220.5296
71, 195.7768, 220.5105
72, 214.3184, 220.4884
73, 185.3402, 220.4666
74, 218.9798, 220.4410
75, 184.4173, 220.4155
76, 157.2576, 220.3912
77, 182.1502, 220.3618
78, 175.6823, 220.3307
79, 183.6431, 220.2966
80, 185.5199, 220.2554
81, 169.6054, 220.2138
82, 170.0086, 220.1690
83, 168.7032, 220.1227
84, 195.7326, 220.0602
85, 178.8322, 219.9993
86, 169.1693, 219.9302
87, 163.8433, 219.8536
88, 183.9793, 219.7629
89, 199.4221, 219.6497
90, 151.0119, 219.5455
91, 202.3676, 219.3965
92, 188.8261, 219.2312
93, 196.1116, 219.0296
94, 148.5528, 218.8311
95, 156.0081, 218.5943
96, 185.0802, 218.2715
97, 163.8662, 217.9073
98, 161.0011, 217.4762
99, 162.1592, 216.9348
100, 148.8874, 216.3237
101, 169.5330, 215.4157
102, 170.4372, 214.2412
103, 159.6652, 212.8317
104, 183.5373, 210.6170
105, 173.5573, 207.5713
106, 147.3564, 203.7623
107, 181.9742, 197.2429
108, 161.6444, 188.5192
109, 119.5859, 180.2962
110, 142.2541, 165.7581
111, 147.9597, 141.0817
112, 117.8563, 117.6023
113, 95.3857, 114.2840
114, 95.0207, 102.7428
115, 89.2198, 94.0085
116, 93.3304, 76.2643
117, 83.0653, 79.7672
118, 97.4910, 63.0576
119, 76.7906, 63.8500
120, 91.1409, 60.7058
121, 88.4651, 61.0386
122, 85.5802, 61.4336
123, 88.9569, 68.5326
124, 74.4869, 64.6356
125, 85.1818, 59.9398
126, 79.9359, 71.8600
127, 72.6209, 66.7979
128, 76.2563, 61.2312
129, 79.7087, 56.8247
130, 76.1843, 71.6590
131, 70.9977, 71.3975
132, 81.8787, 57.9484
133, 72.5056, 65.0796
134, 74.8149, 62.7239
135, 73.9057, 72.6607
136, 75.7647, 65.4842
137, 70.6051, 72.3601
138, 75.3855, 59.6108
139, 67.4027, 60.1731
Test RMSE: 7.0682, MAE: 1.2445
