Epoch, Train Loss, Validation Loss
1, 140.2790, 88.3900
2, 62.5810, 44.2357
3, 45.4987, 42.5530
4, 44.1996, 42.4357
5, 43.4146, 42.0775
6, 42.9653, 42.2024
7, 42.7398, 41.8558
8, 42.4240, 41.6271
9, 42.1640, 41.6462
10, 41.8961, 41.0955
11, 41.4187, 40.5936
12, 40.8069, 39.9158
13, 40.2415, 39.2864
14, 39.6825, 38.9950
15, 39.4085, 38.6403
16, 39.2059, 38.5811
17, 38.9760, 38.2682
18, 38.6977, 38.3472
19, 38.1550, 37.1029
20, 37.0601, 35.7922
21, 35.6950, 34.5797
22, 34.9250, 34.3001
23, 34.2193, 33.4736
24, 33.7752, 33.1945
25, 33.4921, 32.9670
26, 33.2218, 32.7795
27, 32.8690, 32.0583
28, 32.6387, 31.9483
29, 32.3801, 31.9029
30, 32.1146, 31.3907
31, 31.9209, 31.3494
32, 31.6932, 31.0494
33, 31.5336, 30.8545
34, 31.3475, 30.5939
35, 31.2541, 30.4287
36, 30.9895, 30.2365
37, 30.8543, 30.1784
38, 30.7218, 30.1914
39, 30.5575, 29.8934
40, 30.4456, 29.6901
41, 30.1314, 29.5158
42, 30.0465, 29.3422
43, 29.8985, 29.4377
44, 29.9638, 29.5442
45, 29.6697, 28.9691
46, 29.5773, 29.0961
47, 29.4307, 29.3657
48, 29.6277, 28.9187
49, 29.1638, 28.5571
50, 28.9534, 28.3942
51, 28.9820, 28.5843
52, 28.8492, 28.1247
53, 28.7589, 28.3295
54, 28.5441, 28.1922
55, 28.5900, 27.7522
56, 28.2274, 27.5639
57, 28.0080, 27.5002
58, 27.7581, 27.3794
59, 27.7575, 27.8897
60, 27.4257, 27.2390
61, 27.2263, 26.9137
62, 27.3676, 27.0828
63, 27.1232, 26.6836
64, 27.5096, 26.9702
65, 26.9475, 26.8683
66, 26.7464, 26.2624
67, 26.7225, 26.2801
68, 26.4932, 26.5052
69, 26.3548, 26.2775
70, 26.3178, 26.2233
71, 26.3322, 25.9002
72, 26.3511, 26.8057
73, 26.2575, 25.9887
74, 26.1256, 25.9550
75, 26.0419, 26.4901
76, 25.9936, 25.5055
77, 26.1277, 26.0653
78, 26.2079, 25.7439
79, 25.7734, 25.4682
80, 26.0076, 25.6605
81, 25.8258, 25.3580
82, 25.5056, 25.5794
83, 25.4639, 25.3168
84, 25.7186, 26.3957
85, 25.7152, 25.3363
86, 25.3488, 25.0970
87, 25.2440, 25.1677
88, 25.4208, 25.1029
89, 25.6232, 25.4232
90, 25.3975, 25.0010
91, 25.2974, 25.3435
92, 25.1902, 24.8258
93, 25.1648, 24.8150
94, 25.0693, 24.8041
95, 24.9787, 24.9020
96, 25.1459, 24.7160
97, 24.9154, 24.7366
98, 24.7534, 24.7301
99, 24.8167, 24.6041
100, 24.7500, 24.7892
101, 24.7052, 24.5745
102, 24.9438, 24.5802
103, 24.8167, 24.6697
104, 24.4795, 24.7791
105, 24.4052, 24.3791
106, 24.4540, 24.4533
107, 24.3632, 25.6011
108, 24.6564, 24.2738
109, 24.4516, 24.5513
110, 24.6702, 25.2707
111, 24.4010, 24.2422
112, 24.4974, 24.4138
113, 24.3123, 23.9465
114, 24.0671, 24.0281
115, 24.1925, 24.1926
116, 24.1072, 23.9198
117, 24.1116, 23.8157
118, 23.8816, 24.2698
119, 24.2857, 24.5036
120, 23.8842, 23.5949
121, 23.7837, 23.7265
122, 23.5758, 23.6851
123, 23.5631, 23.6342
124, 23.6457, 23.6365
125, 23.5239, 23.5633
126, 23.5946, 23.4114
127, 23.6680, 23.3505
128, 23.3880, 23.5405
129, 23.4181, 23.5229
130, 23.4200, 23.7945
131, 23.6963, 23.3748
132, 23.2998, 24.1646
133, 23.3735, 23.0834
134, 23.2712, 23.4001
135, 23.1186, 23.2413
136, 23.0198, 23.0532
137, 23.2171, 23.1040
138, 23.1047, 23.4049
139, 23.0295, 23.2191
140, 23.4890, 22.9504
141, 22.7870, 22.7923
142, 22.8470, 22.7274
143, 22.7526, 22.6697
144, 22.6792, 23.3169
145, 22.7638, 22.5604
146, 22.7889, 22.7057
147, 22.5329, 22.8371
148, 23.0788, 23.2683
149, 22.8799, 23.9370
150, 22.7615, 22.7873
151, 22.3226, 22.4725
152, 22.3932, 22.3850
153, 22.2577, 22.3752
154, 22.2890, 22.2652
155, 22.3342, 22.4739
156, 22.5619, 22.2304
157, 22.3145, 23.5468
158, 22.4045, 22.1305
159, 22.8323, 23.7558
160, 22.4488, 22.2961
161, 21.9678, 22.5609
162, 22.0057, 22.1274
163, 22.0225, 22.3416
164, 21.9896, 22.2824
165, 21.9622, 21.8993
166, 21.7471, 21.8707
167, 21.8758, 22.9620
168, 22.3420, 22.8645
169, 21.9894, 21.9347
170, 21.9067, 22.4335
171, 21.9796, 21.9594
172, 21.6732, 22.1878
173, 21.7448, 21.6648
174, 22.0159, 21.9716
175, 21.7029, 21.9013
176, 21.6795, 22.1886
177, 21.6176, 21.7150
178, 21.4536, 21.5450
179, 21.5771, 21.7015
180, 21.4396, 21.7460
181, 21.2813, 21.4577
182, 21.5271, 21.7825
183, 21.7850, 22.3465
184, 21.6474, 21.6029
185, 21.2152, 21.9405
186, 21.1869, 21.3720
187, 21.0978, 21.3121
188, 21.1900, 21.7186
189, 21.6563, 21.7895
190, 21.1553, 22.6823
191, 21.3525, 21.3508
192, 21.0080, 21.4013
193, 21.1228, 21.2129
194, 20.9859, 21.2064
195, 21.0640, 21.1152
196, 21.0187, 21.0533
197, 20.9919, 21.4076
198, 21.0062, 21.4067
199, 21.0233, 21.4917
200, 20.7919, 22.5684
201, 21.0777, 21.1243
202, 20.9874, 21.8957
203, 21.0269, 20.9725
204, 20.7858, 21.0509
205, 20.7022, 20.9700
206, 20.8039, 21.9439
207, 21.2169, 21.2202
208, 20.6761, 21.0995
209, 20.6471, 20.7036
210, 20.5759, 20.6601
211, 20.8178, 21.5619
212, 20.7152, 20.8395
213, 20.5914, 20.7335
214, 20.9429, 20.9288
215, 20.7848, 20.9718
216, 20.8478, 20.6798
217, 20.5659, 20.6676
218, 20.4387, 20.6343
219, 20.5511, 20.8515
220, 20.4166, 20.6929
221, 20.3529, 20.5430
222, 20.3627, 21.2134
223, 20.3613, 20.7243
224, 20.7013, 20.6591
225, 20.3252, 20.6033
226, 20.4580, 21.9333
227, 20.5389, 20.7264
228, 20.6500, 20.7048
229, 20.2755, 20.4117
230, 20.0643, 20.3538
231, 20.0787, 20.3982
232, 20.0656, 20.2771
233, 19.9713, 20.2349
234, 20.1175, 20.2107
235, 20.0753, 20.2156
236, 20.0000, 20.3158
237, 20.0592, 20.1923
238, 20.4396, 20.3865
239, 19.9936, 20.3943
240, 19.8243, 20.3047
241, 20.0218, 20.6037
242, 20.1275, 20.2200
243, 20.6744, 20.0735
244, 19.9432, 20.0985
245, 19.8294, 20.2079
246, 20.0421, 20.1578
247, 19.7926, 20.0014
248, 19.7117, 19.9528
249, 19.8014, 20.2669
250, 19.8373, 20.4664
251, 19.9469, 20.0093
252, 19.8278, 19.9366
253, 19.6434, 20.0479
254, 19.7443, 19.8927
255, 19.7665, 19.8557
256, 19.6569, 20.2203
257, 19.8168, 20.1334
258, 19.6681, 20.1354
259, 20.0157, 20.7852
260, 19.7759, 19.8742
261, 19.6251, 19.7961
262, 19.6750, 19.7605
263, 19.4415, 19.5664
264, 19.4997, 19.8503
265, 19.6730, 19.9817
266, 19.3935, 19.6778
267, 19.5707, 19.5816
268, 19.3715, 19.8474
269, 19.3061, 20.1975
270, 19.3125, 19.6259
271, 19.4256, 20.0245
272, 19.3182, 20.1872
273, 19.2786, 19.4278
274, 19.4875, 19.8757
275, 19.2993, 19.4565
276, 19.0952, 19.6507
277, 19.3021, 19.5744
278, 19.2568, 19.8343
279, 19.7921, 19.9373
280, 19.3300, 19.4399
281, 19.3428, 19.2332
282, 18.9473, 19.6339
283, 19.1176, 20.5409
284, 19.2642, 19.7662
285, 19.0187, 19.2351
286, 18.9751, 19.2294
287, 18.8760, 19.4110
288, 19.1679, 19.3168
289, 19.0388, 19.4325
290, 19.2581, 19.0546
291, 19.0887, 19.6547
292, 18.9640, 19.0929
293, 18.9453, 19.3661
294, 18.9181, 19.0200
295, 18.7460, 19.1189
296, 18.8950, 19.0198
297, 18.8484, 19.5849
298, 18.9214, 18.8854
299, 18.6146, 18.9234
300, 18.7098, 19.0739
301, 18.5312, 19.0026
302, 18.7690, 19.2204
303, 18.5893, 19.1268
304, 18.5041, 18.8019
305, 18.6890, 18.9338
306, 18.7700, 19.0069
307, 18.8665, 18.8262
308, 18.5772, 18.9588
