Epoch, Train Loss, Validation Loss
1, 175.4408, 209.6020
2, 149.4088, 164.9429
3, 116.1786, 131.3445
4, 102.0640, 92.4818
5, 83.4985, 94.3634
6, 85.8571, 69.7611
7, 72.8713, 99.4167
8, 83.7525, 90.0635
9, 77.4182, 59.9147
10, 65.7441, 81.5960
11, 73.1170, 57.4774
12, 76.7482, 63.2655
13, 74.4228, 63.9641
14, 77.2108, 55.4634
15, 85.9587, 63.7193
16, 68.1450, 56.8567
17, 65.6960, 59.7778
18, 73.3616, 51.1783
19, 62.6047, 95.2726
20, 79.3630, 70.9979
21, 72.2062, 56.4367
22, 81.2945, 70.7203
23, 70.3519, 51.4194
24, 72.8282, 65.0240
25, 62.9933, 60.2962
26, 58.2811, 72.5813
27, 67.5827, 52.0543
28, 64.1279, 53.3890
29, 60.6346, 52.9865
30, 61.8554, 55.1825
31, 80.5651, 45.6497
32, 65.8422, 70.8575
33, 62.4217, 48.9118
34, 62.5274, 46.9572
35, 69.2415, 46.5521
36, 57.1676, 64.7851
37, 53.9142, 58.7539
38, 53.6861, 69.0242
39, 69.9300, 44.0914
40, 107.0898, 50.5772
41, 62.2279, 44.1048
42, 55.5189, 70.5316
43, 55.5423, 45.9874
44, 60.7708, 50.9974
45, 56.9422, 48.3611
46, 49.4254, 51.8467
47, 63.5999, 41.1264
48, 64.4619, 48.6962
49, 52.2828, 63.7399
50, 51.6578, 40.1778
51, 64.0594, 39.7075
52, 52.3431, 87.8343
53, 65.6350, 40.3502
54, 55.1384, 66.7669
55, 60.1300, 50.5505
56, 49.6062, 54.0403
57, 52.3276, 44.3959
58, 54.9642, 40.2673
59, 68.6860, 42.8496
60, 60.6993, 40.1758
61, 55.2524, 50.6766
62, 51.0705, 39.8738
63, 51.3972, 59.0018
64, 54.9181, 44.3816
65, 47.9846, 42.8735
66, 45.2854, 93.3244
67, 61.8134, 41.3576
68, 50.5765, 72.5390
69, 47.9129, 39.8005
70, 48.5088, 84.2319
71, 55.8428, 38.1874
72, 53.3419, 44.2952
73, 49.2117, 65.0936
74, 52.5655, 45.0747
75, 45.0982, 47.7111
76, 51.2090, 42.4778
77, 66.1920, 37.5652
78, 58.2024, 83.5264
79, 52.7883, 38.8050
80, 62.5687, 87.3223
81, 65.4213, 42.3474
82, 55.1307, 73.5457
83, 56.8047, 40.5184
84, 57.5836, 51.7813
85, 71.3050, 41.9551
86, 60.7833, 44.1608
87, 55.8129, 53.1952
88, 51.4883, 39.0022
89, 59.3286, 45.0834
90, 48.8303, 49.5943
91, 50.1376, 38.6726
92, 60.5293, 51.2142
93, 43.5042, 46.4372
94, 49.5087, 36.8999
95, 57.6037, 60.3830
96, 47.3561, 36.0951
97, 46.5719, 68.6056
98, 53.8660, 36.6366
99, 53.4106, 41.7306
100, 44.4892, 57.2473
101, 45.3632, 37.9243
102, 51.8969, 39.8159
103, 47.3030, 47.1510
104, 48.6718, 37.4516
105, 48.2405, 81.4926
106, 55.0754, 40.0224
107, 63.7330, 65.9622
108, 59.0082, 43.2789
109, 46.0140, 57.8598
110, 50.4640, 41.4338
111, 56.4945, 52.8570
112, 49.6179, 38.8240
113, 44.2205, 55.1743
114, 59.1830, 36.1698
115, 43.7656, 56.0349
116, 44.2894, 36.0240
117, 50.5092, 62.5485
118, 50.2825, 41.9245
119, 56.1075, 37.6708
120, 47.5393, 67.0956
121, 53.9346, 38.0010
122, 51.5000, 63.1093
123, 63.3869, 60.0015
124, 80.5326, 58.7995
125, 48.7768, 39.9354
126, 56.5993, 44.4545
127, 51.8225, 41.4993
128, 45.9033, 43.0988
129, 46.1119, 59.2058
130, 55.4243, 37.9323
131, 46.4372, 78.3577
132, 60.0027, 47.6982
133, 58.0286, 89.1159
134, 68.1501, 41.0278
135, 54.3774, 41.2096
136, 50.0205, 66.9332
Test RMSE: 6.1641, MAE: 1.2179
