Epoch, Train Loss, Validation Loss
[1]1, 3002.4525, 3140.2115
[1]2, 3070.4366, 3108.9524
[1]3, 2960.0074, 3054.0437
[1]4, 2959.0867, 2976.7588
[1]5, 2898.3389, 2882.0225
[1]6, 2709.8876, 2777.5267
[1]7, 2696.4077, 2669.6431
[1]8, 2606.5694, 2562.6575
[1]9, 2442.1260, 2460.0441
[1]10, 2325.9763, 2362.3895
[1]11, 2246.1509, 2270.0481
[1]12, 2139.5674, 2182.6767
[1]13, 2022.6152, 2099.9222
[1]14, 1983.4723, 2021.4541
[1]15, 1875.1634, 1946.8047
[1]16, 1837.8939, 1875.7079
[1]17, 1768.0269, 1807.7834
[1]18, 1694.0986, 1742.7206
[1]19, 1628.7346, 1680.5632
[1]20, 1549.9933, 1621.2032
[1]21, 1548.4549, 1564.3282
[1]22, 1499.9058, 1509.4219
[1]23, 1404.4736, 1456.8456
[1]24, 1383.6982, 1406.7668
[1]25, 1291.4287, 1358.5090
[1]26, 1247.3217, 1312.0379
[1]27, 1202.3709, 1267.3559
[1]28, 1171.9946, 1224.3967
[1]29, 1084.7145, 1183.0171
[1]30, 1152.3519, 1143.3277
[1]31, 1027.2663, 1104.7800
[1]32, 1056.1661, 1067.6801
[1]33, 1005.3027, 1031.7888
[1]34, 963.9240, 997.1120
[1]35, 924.5321, 963.6627
[1]36, 866.8414, 931.3480
[1]37, 842.9114, 900.3964
[1]38, 818.9629, 870.5941
[1]39, 798.5043, 841.9545
[1]40, 826.7501, 814.2265
[1]41, 767.3039, 787.1701
[1]42, 728.8652, 760.9744
[1]43, 709.9379, 735.6924
[1]44, 680.2094, 711.3841
[1]45, 666.2834, 687.8541
[1]46, 631.8700, 665.0554
[1]47, 618.2611, 643.2133
[1]48, 599.3577, 622.1122
[1]49, 587.8905, 601.6540
[1]50, 560.9303, 581.9518
[1]51, 554.9693, 562.8698
[1]52, 535.2529, 544.4515
[1]53, 538.1720, 526.7773
[1]54, 483.2081, 510.4447
[1]55, 435.0661, 494.4727
[1]56, 454.1276, 479.0228
[1]57, 471.8971, 463.8351
[1]58, 441.0212, 448.9507
[1]59, 429.2312, 434.5097
[1]60, 412.1552, 420.5062
[1]61, 399.1389, 406.8681
[1]62, 370.2315, 393.7310
[1]63, 393.2855, 381.0715
[1]64, 371.1467, 368.8526
[1]65, 348.9155, 357.5161
[1]66, 324.6664, 346.4514
[1]67, 340.6922, 335.6083
[1]68, 311.4065, 325.0853
[1]69, 297.1410, 314.9073
