Epoch, Train Loss, Validation Loss
[2]1, 2644.2390, 1767.2524
[2]2, 1624.4830, 733.1065
[2]3, 1223.7858, 562.2944
[2]4, 918.0486, 481.0852
[2]5, 879.8144, 402.6545
[2]6, 697.2226, 358.2086
[2]7, 554.9750, 322.7974
[2]8, 770.5047, 313.1971
[2]9, 560.9019, 441.8309
[2]10, 429.0592, 397.6235
[2]11, 407.9956, 468.1912
[2]12, 319.5147, 296.5997
[2]13, 304.5129, 317.4004
[2]14, 199.4610, 237.8176
[2]15, 140.4352, 260.7382
[2]16, 114.7088, 219.3200
[2]17, 90.7296, 258.0896
[2]18, 101.5062, 182.1549
[2]19, 63.6392, 268.5103
[2]20, 61.9172, 233.2932
[2]21, 79.1989, 312.7892
[2]22, 60.0263, 223.3654
[2]23, 56.3285, 258.5493
[2]24, 35.3782, 193.7800
[2]25, 34.5022, 256.5078
[2]26, 37.3146, 200.1282
[2]27, 42.7996, 259.3606
[2]28, 35.9010, 180.0633
[2]29, 27.6055, 225.0559
[2]30, 50.7362, 175.2344
[2]31, 20.2858, 201.8528
[2]32, 18.2506, 171.8711
[2]33, 18.7808, 195.0641
[2]34, 17.0476, 170.2443
[2]35, 16.5065, 195.2401
[2]36, 16.0613, 176.3167
[2]37, 15.4964, 193.6567
[2]38, 14.4809, 168.9496
[2]39, 14.2679, 193.2385
[2]40, 14.2944, 173.8828
[2]41, 12.7404, 187.1119
[2]42, 13.0349, 176.6504
[2]43, 13.0924, 183.6065
[2]44, 12.9446, 171.1946
[2]45, 11.6774, 182.4422
[2]46, 37.9768, 171.0170
[2]47, 12.2207, 180.0287
[2]48, 11.6015, 179.5817
[2]49, 10.8796, 177.9787
[2]50, 12.7977, 178.6637
[2]51, 11.7060, 178.9731
[2]52, 10.3584, 178.5788
[2]53, 10.4697, 178.3433
[2]54, 10.5408, 176.6285
[2]55, 10.9740, 179.7129
[2]56, 12.8664, 177.8361
[2]57, 11.2371, 177.4122
[2]58, 10.2226, 177.5829
[2]59, 36.1389, 176.1377
[2]60, 10.9067, 181.7362
[2]61, 10.1167, 180.6777
[2]62, 10.8942, 179.7886
[2]63, 9.8052, 179.5712
[2]64, 10.6141, 177.4576
[2]65, 36.4268, 180.1034
[2]66, 9.6611, 180.5246
[2]67, 10.5747, 181.2562
[2]68, 10.7911, 179.9154
[2]69, 10.0103, 179.4797
[2]70, 10.6357, 180.3580
[2]71, 9.4553, 181.2632
[2]72, 35.5610, 179.6229
[2]73, 10.0934, 180.5664
[2]74, 9.6764, 181.1238
[2]75, 9.7914, 181.6149
[2]76, 9.4575, 180.9114
[2]77, 9.8301, 179.4092
[2]78, 9.5617, 180.3083
[2]79, 10.1843, 180.8732
[2]80, 10.6203, 180.2022
[2]81, 9.6790, 178.5405
[2]82, 9.5465, 184.0072
[2]83, 9.7218, 178.6325
[2]84, 10.2616, 180.1448
[2]85, 9.2368, 180.3123
[2]86, 11.2256, 180.9654
[2]87, 9.1896, 181.3862
[2]88, 9.4676, 181.8043
