Epoch, Train Loss, Validation Loss
[1]1, 3066.6063, 3138.6554
[1]2, 3057.7458, 3102.4158
[1]3, 3058.1484, 3039.4154
[1]4, 2937.7781, 2954.6768
[1]5, 2791.6899, 2856.5697
[1]6, 2734.5958, 2751.4363
[1]7, 2672.6892, 2646.8760
[1]8, 2587.9562, 2545.5546
[1]9, 2393.7844, 2448.8534
[1]10, 2304.0717, 2357.0566
[1]11, 2274.2499, 2269.2468
[1]12, 2117.5154, 2185.2055
[1]13, 2081.7892, 2105.0767
[1]14, 1974.6732, 2028.6517
[1]15, 1940.5954, 1955.7778
[1]16, 1853.3502, 1886.0682
[1]17, 1799.1872, 1819.2471
[1]18, 1730.7680, 1755.2119
[1]19, 1623.8091, 1694.2529
[1]20, 1647.0869, 1636.4249
[1]21, 1545.8144, 1580.3440
[1]22, 1503.7039, 1526.3003
[1]23, 1422.6367, 1474.2793
[1]24, 1338.1395, 1424.2792
[1]25, 1346.0491, 1376.2554
[1]26, 1342.4521, 1329.8911
[1]27, 1242.1671, 1284.9415
[1]28, 1199.0957, 1241.7278
[1]29, 1173.4968, 1200.0436
[1]30, 1123.6836, 1159.7758
[1]31, 1091.7738, 1121.0422
[1]32, 1056.7797, 1083.5913
[1]33, 972.9142, 1047.7626
[1]34, 982.7245, 1014.0952
[1]35, 956.5664, 981.2414
[1]36, 950.1331, 949.1434
[1]37, 926.3515, 917.9294
[1]38, 839.7755, 887.6870
[1]39, 886.1641, 859.0039
[1]40, 789.8537, 830.9627
[1]41, 766.8471, 803.8842
[1]42, 753.2516, 777.6376
[1]43, 727.1779, 752.2791
[1]44, 702.2165, 727.7430
[1]45, 677.8464, 704.0077
[1]46, 656.8907, 681.0761
[1]47, 616.7865, 658.8506
[1]48, 605.8656, 637.5513
[1]49, 576.5357, 617.0129
[1]50, 575.0441, 597.2043
[1]51, 540.8763, 578.0148
[1]52, 539.1783, 559.5309
[1]53, 531.4989, 541.5864
[1]54, 506.9431, 524.1810
[1]55, 487.6422, 507.2664
[1]56, 461.9238, 491.0390
[1]57, 463.9365, 475.3210
[1]58, 447.8790, 460.1011
[1]59, 433.6050, 445.3789
[1]60, 423.7914, 431.1206
[1]61, 448.6455, 417.5447
[1]62, 430.1156, 405.2380
[1]63, 397.5959, 393.6553
[1]64, 373.5107, 381.8943
[1]65, 365.4506, 370.3082
[1]66, 343.3322, 358.8962
[1]67, 334.5097, 347.7608
[1]68, 331.2968, 336.8813
[1]69, 310.3270, 326.3543
[1]70, 305.3128, 316.1862
[1]71, 283.1703, 306.4371
[1]72, 290.2031, 297.0357
[1]73, 266.5472, 287.9760
[1]74, 265.5136, 279.1943
[1]75, 278.8157, 270.7398
[1]76, 242.8069, 262.4004
[1]77, 251.2255, 254.5048
[1]78, 253.3748, 246.7597
[1]79, 228.4943, 239.2112
[1]80, 214.0471, 232.0526
[1]81, 227.5169, 225.1985
[1]82, 215.3811, 218.4958
[1]83, 187.9919, 212.0184
[1]84, 181.3256, 205.9746
[1]85, 192.8806, 200.1675
[1]86, 170.9724, 194.5646
[1]87, 168.1748, 189.2518
[1]88, 170.2929, 184.1707
[1]89, 176.5960, 179.2312
[1]90, 150.1652, 174.3923
[1]91, 176.7844, 169.7588
[1]92, 154.3965, 165.1368
[1]93, 211.7394, 160.7637
[1]94, 145.4976, 156.8319
[1]95, 150.8301, 152.9338
[1]96, 148.9080, 148.9906
[1]97, 137.3878, 145.1229
[1]98, 144.8230, 141.4218
[1]99, 136.5146, 137.7254
[1]100, 128.3734, 134.2211
[1]101, 128.7612, 130.8455
[1]102, 118.5137, 127.5695
[1]103, 130.4230, 124.4442
[1]104, 108.2735, 121.3896
[1]105, 107.5924, 118.5040
[1]106, 116.0639, 115.7980
[1]107, 108.5534, 113.1486
[1]108, 103.1691, 110.6450
[1]109, 103.2748, 108.2422
[1]110, 107.6731, 105.8796
[1]111, 99.9558, 103.5788
[1]112, 107.0683, 101.3723
[1]113, 103.7011, 99.1960
[1]114, 109.1380, 97.0779
[1]115, 97.6096, 94.9553
[1]116, 92.3422, 92.9076
[1]117, 87.0173, 91.0136
[1]118, 92.5192, 89.2565
[1]119, 90.6224, 87.5016
[1]120, 83.4160, 85.8481
[1]121, 93.6235, 84.2873
[1]122, 81.9637, 82.7333
[1]123, 83.6011, 81.2500
[1]124, 84.1621, 79.8449
[1]125, 75.1872, 78.4825
[1]126, 79.7382, 77.1664
[1]127, 77.1719, 75.9150
[1]128, 77.2978, 74.6964
[1]129, 70.5096, 73.5783
[1]130, 71.2612, 72.5254
[1]131, 87.6427, 71.5411
[1]132, 72.3388, 70.5107
[1]133, 73.2368, 69.5574
[1]134, 74.4665, 68.6216
[1]135, 72.1411, 67.7320
[1]136, 70.5972, 66.9020
[1]137, 68.8042, 66.0826
[1]138, 65.8047, 65.2809
[1]139, 68.5982, 64.5702
[1]140, 64.6389, 63.8299
[1]141, 69.2110, 63.1327
[1]142, 65.2322, 62.5102
[1]143, 63.5432, 61.9386
[1]144, 159.7064, 61.4398
[1]145, 62.7885, 61.0766
[1]146, 65.7489, 60.6976
[1]147, 64.7101, 60.2833
[1]148, 64.6463, 59.8217
[1]149, 63.0433, 59.3742
[1]150, 60.8772, 58.9346
[1]151, 63.0378, 58.5113
[1]152, 66.3288, 58.0571
[1]153, 66.6114, 57.5786
[1]154, 61.8948, 57.0989
[1]155, 59.1430, 56.6472
[1]156, 64.9107, 56.2557
[1]157, 62.3338, 55.8350
[1]158, 62.2560, 55.4500
[1]159, 68.5793, 55.0511
[1]160, 158.4704, 54.6798
[1]161, 63.3783, 54.4314
[1]162, 218.8192, 54.1824
[1]163, 217.2070, 54.0784
[1]164, 61.7199, 54.0727
[1]165, 58.4975, 54.0024
[1]166, 61.8214, 53.8488
[1]167, 65.2556, 53.6182
[1]168, 62.8048, 53.3142
[1]169, 59.2036, 53.0284
