Epoch, Train Loss, Validation Loss
[1]1, 3068.7994, 3147.2605
[1]2, 3074.3817, 3135.7810
[1]3, 3105.9431, 3115.1530
[1]4, 3032.0675, 3084.4753
[1]5, 2939.6218, 3043.7205
[1]6, 2939.9688, 2995.0222
[1]7, 2933.2212, 2940.2665
[1]8, 2895.7065, 2881.2322
[1]9, 2735.8302, 2821.1990
[1]10, 2680.0010, 2761.1707
[1]11, 2684.3557, 2702.9564
[1]12, 2548.9536, 2646.5399
[1]13, 2542.7410, 2592.4329
[1]14, 2457.8338, 2540.1641
[1]15, 2452.6522, 2490.7773
[1]16, 2385.1921, 2443.2380
[1]17, 2353.4310, 2397.3359
[1]18, 2303.1236, 2352.9677
[1]19, 2177.8747, 2310.2562
[1]20, 2262.6125, 2269.2031
[1]21, 2169.4706, 2228.9613
[1]22, 2144.4858, 2189.6520
[1]23, 2070.6941, 2151.3978
[1]24, 1991.4469, 2114.1265
[1]25, 2023.8525, 2077.8129
[1]26, 2040.1260, 2042.2766
[1]27, 1938.0687, 2007.3770
[1]28, 1904.3832, 1973.3063
[1]29, 1892.5159, 1939.9453
[1]30, 1846.6519, 1907.2363
[1]31, 1823.2834, 1875.2556
[1]32, 1794.7539, 1843.8600
[1]33, 1642.0961, 1813.2729
[1]34, 1729.6407, 1783.8384
[1]35, 1708.5308, 1754.7359
[1]36, 1713.9658, 1725.9405
[1]37, 1693.4368, 1697.5427
[1]38, 1554.4792, 1669.6038
[1]39, 1665.4874, 1642.4898
[1]40, 1543.9212, 1615.6534
[1]41, 1525.3085, 1589.3000
[1]42, 1517.3102, 1563.3535
[1]43, 1491.5572, 1537.8638
[1]44, 1464.7447, 1512.7906
[1]45, 1439.8070, 1488.1273
[1]46, 1416.3318, 1463.8863
[1]47, 1365.8539, 1440.0212
[1]48, 1357.7449, 1416.6727
[1]49, 1319.9291, 1393.7496
[1]50, 1325.5143, 1371.2405
[1]51, 1281.3283, 1349.0756
[1]52, 1284.0127, 1327.3198
[1]53, 1278.8362, 1305.8803
[1]54, 1243.8494, 1284.7560
[1]55, 1221.6667, 1263.9186
[1]56, 1184.9583, 1243.5176
[1]57, 1191.8752, 1223.4281
[1]58, 1174.2057, 1203.6571
[1]59, 1154.2287, 1184.1902
[1]60, 1139.3694, 1164.9952
[1]61, 1052.9319, 1146.3039
[1]62, 1025.4894, 1128.5801
[1]63, 1103.1107, 1111.3913
[1]64, 1070.1242, 1094.0411
[1]65, 1056.8310, 1076.7874
[1]66, 1021.5504, 1059.6355
[1]67, 1008.2184, 1042.6706
[1]68, 1004.9177, 1025.8888
[1]69, 967.3195, 1009.3663
[1]70, 961.3760, 993.1020
[1]71, 922.7005, 977.1543
[1]72, 936.1342, 961.4632
[1]73, 892.0145, 946.0370
[1]74, 892.3778, 930.8321
[1]75, 919.1386, 915.9066
[1]76, 850.4949, 901.0915
[1]77, 868.7628, 886.6413
[1]78, 873.4813, 872.3288
[1]79, 821.3918, 858.1844
[1]80, 790.5557, 844.3858
[1]81, 822.6092, 830.8810
[1]82, 799.2996, 817.5096
[1]83, 734.2755, 804.3372
[1]84, 726.8846, 791.5525
[1]85, 750.3914, 778.9827
[1]86, 702.8076, 766.6085
[1]87, 694.5427, 754.5096
[1]88, 697.1578, 742.6435
[1]89, 711.6371, 730.9351
[1]90, 648.0536, 719.3566
[1]91, 710.9145, 708.0065
[1]92, 657.0996, 696.7179
[1]93, 642.7769, 685.6972
[1]94, 630.9205, 675.1375
[1]95, 647.4822, 664.6493
[1]96, 641.7947, 654.1595
[1]97, 608.2733, 643.7623
[1]98, 627.2044, 633.5570
[1]99, 604.4072, 623.4064
[1]100, 580.4322, 613.4664
[1]101, 585.3927, 603.6892
[1]102, 559.1584, 594.0384
[1]103, 583.7957, 584.5679
[1]104, 521.9170, 575.2235
[1]105, 521.1180, 566.0999
[1]106, 533.8081, 557.2139
[1]107, 515.1651, 548.3977
[1]108, 499.0151, 539.7639
[1]109, 498.7548, 531.2957
[1]110, 510.2976, 522.9317
[1]111, 481.1281, 514.6853
[1]112, 505.2554, 506.5636
[1]113, 493.8952, 498.5050
[1]114, 503.3739, 490.5565
[1]115, 467.6572, 482.6609
[1]116, 451.2572, 474.8935
[1]117, 427.4627, 467.3199
[1]118, 448.5440, 459.9556
[1]119, 441.4787, 452.6535
[1]120, 415.1153, 445.4884
[1]121, 445.7594, 438.4542
[1]122, 408.1592, 431.4699
[1]123, 410.4632, 424.6082
[1]124, 410.7205, 417.8847
[1]125, 375.1854, 411.2704
[1]126, 383.8476, 404.7932
[1]127, 376.3104, 398.4464
[1]128, 371.6012, 392.1953
[1]129, 351.3769, 386.0954
[1]130, 343.4945, 380.1024
[1]131, 397.9360, 374.2352
[1]132, 340.1189, 368.3645
[1]133, 350.1443, 362.6175
[1]134, 339.0640, 356.9529
[1]135, 336.8030, 351.3850
[1]136, 326.2378, 345.9307
[1]137, 322.7515, 340.5735
[1]138, 304.4662, 335.2855
[1]139, 314.3140, 330.1441
[1]140, 295.3684, 325.0510
[1]141, 304.1251, 320.0871
[1]142, 284.3541, 315.2359
[1]143, 277.9357, 310.4822
[1]144, 336.9491, 305.8587
[1]145, 267.0023, 301.4477
[1]146, 283.8042, 297.0533
[1]147, 276.2726, 292.6671
[1]148, 272.4774, 288.2924
[1]149, 261.4722, 283.9894
[1]150, 249.5521, 279.7619
[1]151, 260.3742, 275.5936
[1]152, 269.0241, 271.4656
[1]153, 264.6349, 267.3484
[1]154, 247.6689, 263.2841
[1]155, 232.7254, 259.3028
[1]156, 246.9157, 255.4299
[1]157, 242.3572, 251.5806
[1]158, 241.6521, 247.7937
[1]159, 260.0021, 244.0232
[1]160, 275.4980, 240.3317
[1]161, 238.1679, 236.8561
[1]162, 326.0433, 233.4329
[1]163, 321.4799, 230.2890
[1]164, 198.4245, 227.3180
[1]165, 197.2260, 224.3075
[1]166, 222.1381, 221.2524
[1]167, 225.7788, 218.0996
[1]168, 209.3496, 214.9053
[1]169, 188.9720, 211.7671
[1]170, 290.9918, 208.7942
[1]171, 189.1696, 206.0789
[1]172, 191.0345, 203.3246
[1]173, 194.4649, 200.5442
[1]174, 190.4762, 197.7035
[1]175, 178.7137, 194.8897
[1]176, 188.8038, 192.1163
[1]177, 185.1479, 189.3439
[1]178, 169.7229, 186.6236
[1]179, 171.5101, 183.9521
[1]180, 160.9471, 181.3630
[1]181, 180.4268, 178.8399
[1]182, 168.6347, 176.3231
[1]183, 160.5522, 173.8508
[1]184, 166.6716, 171.4113
[1]185, 152.8524, 169.0205
[1]186, 171.3484, 166.7118
[1]187, 156.9079, 164.3836
[1]188, 140.1639, 162.1055
[1]189, 144.3166, 159.9668
[1]190, 141.8755, 157.8740
[1]191, 158.1433, 155.8181
[1]192, 136.1056, 153.7182
[1]193, 145.9838, 151.6865
[1]194, 139.6380, 149.6754
[1]195, 136.1201, 147.7124
[1]196, 158.3646, 145.7626
[1]197, 132.4688, 143.8166
[1]198, 132.5391, 141.9090
[1]199, 137.0773, 140.0626
[1]200, 257.6368, 138.2588
[1]201, 138.5944, 136.6016
[1]202, 132.8278, 134.9199
[1]203, 119.5228, 133.2631
[1]204, 121.1315, 131.6556
[1]205, 129.9387, 130.0729
[1]206, 123.6085, 128.4794
[1]207, 117.1533, 126.9183
[1]208, 191.4561, 125.4181
[1]209, 115.5295, 124.0534
[1]210, 115.9652, 122.6150
[1]211, 106.8280, 121.2119
[1]212, 112.0046, 119.8366
[1]213, 126.0756, 118.4845
[1]214, 108.9135, 117.0794
[1]215, 99.3797, 115.7505
[1]216, 106.0471, 114.4613
[1]217, 110.1472, 113.1663
[1]218, 112.0851, 111.8677
[1]219, 105.4898, 110.5747
[1]220, 105.0553, 109.2994
[1]221, 102.2222, 108.0735
[1]222, 96.8985, 106.8873
[1]223, 102.7997, 105.7454
[1]224, 97.9140, 104.6107
[1]225, 101.9858, 103.5018
[1]226, 97.0478, 102.4109
[1]227, 107.9164, 101.3217
[1]228, 97.3182, 100.1947
[1]229, 97.4378, 99.0956
[1]230, 93.4492, 98.0322
[1]231, 89.2486, 97.0184
[1]232, 102.2977, 96.0266
[1]233, 92.6586, 95.0181
[1]234, 87.7631, 94.0409
[1]235, 100.0281, 93.0819
[1]236, 88.2326, 92.1027
[1]237, 86.4439, 91.1683
[1]238, 91.1287, 90.2654
[1]239, 163.0608, 89.4080
[1]240, 88.0899, 88.6518
[1]241, 81.9651, 87.8662
[1]242, 86.7712, 87.0893
[1]243, 89.9510, 86.3037
[1]244, 86.1892, 85.5105
[1]245, 85.4709, 84.7184
[1]246, 82.5068, 83.8999
[1]247, 77.8946, 83.1187
[1]248, 159.2436, 82.4147
[1]249, 81.2217, 81.8310
[1]250, 77.6001, 81.2134
[1]251, 81.5923, 80.5672
[1]252, 85.5178, 79.9008
[1]253, 82.4526, 79.2326
[1]254, 79.8062, 78.5377
[1]255, 76.8642, 77.8941
[1]256, 72.2988, 77.2738
[1]257, 73.8695, 76.6868
[1]258, 78.4018, 76.1033
[1]259, 79.1709, 75.5367
[1]260, 215.9688, 75.0010
[1]261, 79.9186, 74.5651
[1]262, 74.5269, 74.0876
[1]263, 75.4240, 73.5974
[1]264, 75.2006, 73.1033
[1]265, 74.8997, 72.5873
[1]266, 77.7514, 72.0677
[1]267, 71.3481, 71.5434
[1]268, 75.7320, 71.0306
[1]269, 213.2708, 70.5667
[1]270, 71.4871, 70.1905
[1]271, 71.6836, 69.7643
[1]272, 67.4205, 69.3305
[1]273, 70.7863, 68.8995
[1]274, 73.2500, 68.4418
[1]275, 70.3681, 67.9608
[1]276, 65.5607, 67.5299
[1]277, 71.2841, 67.1023
[1]278, 69.4454, 66.6729
[1]279, 66.4456, 66.2536
[1]280, 66.0619, 65.8525
[1]281, 213.0338, 65.4840
[1]282, 70.1772, 65.2077
[1]283, 62.8805, 64.8916
[1]284, 64.1819, 64.5851
[1]285, 66.9916, 64.3068
[1]286, 66.6380, 64.0054
[1]287, 66.8939, 63.7264
[1]288, 70.0308, 63.4225
[1]289, 68.5153, 63.0692
