Epoch, Train Loss, Validation Loss
[2]1, 1917.5622, 1175.7696
[2]2, 1180.8244, 951.3240
[2]3, 1159.3874, 518.5348
[2]4, 1128.0386, 444.2770
[2]5, 743.2568, 396.9407
[2]6, 668.2643, 346.6102
[2]7, 589.3979, 311.0868
[2]8, 617.5958, 299.2615
[2]9, 490.1986, 321.8544
[2]10, 542.8572, 289.6839
[2]11, 316.3937, 389.3408
[2]12, 287.0092, 282.7496
[2]13, 228.6853, 311.6597
[2]14, 265.0707, 255.3183
[2]15, 187.4884, 330.1434
[2]16, 149.7646, 225.5959
[2]17, 151.4764, 274.9569
[2]18, 93.1033, 228.4961
[2]19, 79.5648, 259.2989
[2]20, 61.1402, 256.0936
[2]21, 52.8027, 225.7193
[2]22, 57.9432, 231.1348
[2]23, 97.2157, 277.7139
[2]24, 41.1535, 245.2940
[2]25, 75.5418, 497.8373
[2]26, 131.5257, 227.8152
[2]27, 99.6520, 220.2743
[2]28, 85.6236, 268.6525
[2]29, 50.5039, 244.8750
[2]30, 37.8336, 280.8058
[2]31, 34.8845, 241.7803
[2]32, 27.3009, 215.0527
[2]33, 22.7776, 218.1192
[2]34, 44.5272, 211.6280
[2]35, 20.4704, 222.8631
[2]36, 18.3825, 206.7404
[2]37, 20.3633, 223.1590
[2]38, 18.6343, 225.7760
[2]39, 20.4309, 212.9970
[2]40, 23.5308, 256.4658
[2]41, 17.7087, 226.8139
[2]42, 33.8425, 253.4524
[2]43, 22.2910, 212.4608
[2]44, 26.6647, 252.5241
[2]45, 23.6963, 198.6050
[2]46, 19.8397, 199.7747
[2]47, 30.1987, 232.2587
[2]48, 35.3427, 200.1896
[2]49, 31.4942, 263.1110
[2]50, 32.0785, 214.7869
[2]51, 23.8886, 219.8402
[2]52, 20.3161, 184.5185
[2]53, 34.8400, 218.1061
[2]54, 13.8533, 205.1609
[2]55, 11.4494, 213.5855
[2]56, 11.7827, 206.7372
[2]57, 11.1277, 203.0291
[2]58, 9.9811, 196.2141
[2]59, 11.1400, 198.2743
[2]60, 9.1576, 192.2862
[2]61, 8.9885, 197.6624
[2]62, 9.2109, 193.3639
[2]63, 8.2319, 197.4478
[2]64, 9.3181, 194.6453
[2]65, 7.9145, 190.9354
[2]66, 7.2988, 195.6712
[2]67, 7.1775, 192.5298
[2]68, 7.2214, 198.3466
[2]69, 6.4102, 189.7308
[2]70, 6.5851, 195.3800
[2]71, 6.1449, 191.2821
[2]72, 6.4623, 190.5437
