Epoch, Train Loss, Validation Loss
1, 176.3656, 212.8595
2, 149.9220, 156.6843
3, 109.7192, 119.7604
4, 95.1046, 87.5523
5, 80.5252, 82.8347
6, 83.7218, 75.7243
7, 75.2242, 69.6464
8, 69.4523, 88.8679
9, 77.5446, 62.9871
10, 70.0906, 58.8471
11, 70.7705, 73.0187
12, 71.9326, 55.2769
13, 70.3308, 59.2072
14, 80.5110, 55.8965
15, 74.8388, 53.7576
16, 68.5282, 63.9291
17, 68.5005, 59.5842
18, 71.4611, 54.4353
19, 61.0908, 79.1015
20, 73.6468, 79.0647
21, 72.6490, 54.4013
22, 71.0670, 64.9679
23, 65.4043, 54.3779
24, 67.4423, 56.2326
25, 57.2413, 59.8213
Test RMSE: 7.0754, MAE: 1.3293
