Epoch, Train Loss, Validation Loss
1, 176.1811, 219.4654
2, 158.4723, 213.9945
3, 146.5420, 202.1674
4, 156.8808, 182.6421
5, 133.9069, 157.0657
6, 131.4662, 132.0223
7, 99.9941, 112.9266
8, 95.2078, 103.6996
9, 94.9558, 96.4759
10, 81.1795, 84.7733
11, 79.0303, 75.9493
12, 79.6045, 70.2742
13, 76.5529, 67.9067
14, 84.5650, 66.5233
15, 80.4315, 64.1084
16, 74.3134, 62.9787
17, 71.4577, 64.7526
18, 80.2301, 64.5099
19, 69.7488, 63.6734
20, 70.1209, 68.6620
21, 66.3083, 71.1269
22, 77.5564, 67.5091
23, 71.7322, 60.2516
24, 70.1497, 57.9032
25, 70.2256, 58.3287
26, 69.0444, 65.1155
27, 74.2056, 72.7618
28, 74.6758, 71.3678
29, 68.7871, 64.8980
30, 64.9695, 57.8363
31, 83.3172, 55.5672
32, 69.9846, 56.3205
33, 68.5118, 60.6323
34, 74.5971, 64.2643
35, 78.3873, 62.4154
36, 69.2008, 58.5654
37, 72.3368, 59.9213
38, 62.9151, 67.6346
39, 77.8542, 72.9744
40, 99.3386, 66.9374
41, 72.9035, 58.0834
Test RMSE: 7.1603, MAE: 1.2468
