Epoch, Train Loss, Validation Loss
1, 155.5929, 210.0897
2, 164.9438, 159.2165
3, 117.8309, 146.2668
4, 107.7214, 92.9005
5, 89.7109, 100.5452
6, 83.4224, 87.8944
7, 74.2889, 82.5365
8, 71.0577, 85.2127
9, 72.9638, 61.9216
10, 74.1754, 70.6536
11, 78.3533, 85.4005
12, 72.7647, 55.7352
13, 70.0804, 73.8828
14, 68.4900, 64.7376
15, 71.9531, 53.2753
16, 68.7112, 57.0333
17, 64.9181, 57.0999
18, 66.9116, 55.5241
19, 60.0253, 54.1750
20, 57.8596, 54.0462
21, 55.2973, 53.8250
22, 64.3816, 52.6281
23, 70.3820, 51.2083
24, 53.6320, 63.7070
25, 64.8973, 56.7806
26, 61.5513, 80.0340
27, 64.2418, 51.8463
28, 56.7216, 52.8847
29, 49.3530, 66.4686
30, 56.5512, 51.3275
31, 51.8961, 70.2328
32, 72.5260, 55.4636
33, 72.9115, 70.1995
Test RMSE: 7.1384, MAE: 1.4239
