Epoch, Train Loss, Validation Loss
1, 155.9026, 211.5131
2, 171.7846, 176.0657
3, 127.8108, 132.5872
4, 106.5920, 104.3791
5, 87.6131, 87.2302
6, 82.9929, 80.5049
7, 71.2169, 86.3703
8, 72.4057, 88.9685
9, 79.7689, 75.1198
10, 74.0187, 62.3283
11, 69.5039, 63.4809
12, 71.0663, 63.9600
13, 69.4531, 63.3620
14, 68.8869, 62.7632
15, 77.1066, 61.7110
16, 69.9022, 57.9139
17, 71.4054, 56.6197
18, 71.8243, 62.4805
19, 64.8009, 60.7211
20, 61.8337, 57.5794
21, 63.2733, 57.1681
22, 71.1188, 58.3664
23, 77.3847, 56.2529
24, 63.7593, 55.2783
25, 75.2038, 60.8022
26, 60.1793, 58.9830
27, 73.3229, 59.0277
28, 67.8152, 61.9011
29, 65.3079, 58.1782
30, 65.4076, 63.7909
31, 62.4538, 63.0897
32, 73.9009, 58.9795
33, 78.4327, 54.6709
34, 77.4265, 60.8433
35, 68.5514, 60.3157
36, 69.5923, 65.2644
37, 61.3095, 60.5926
38, 65.2333, 61.0670
39, 66.6996, 58.0966
40, 62.0739, 56.2539
41, 73.9065, 56.5393
42, 60.2186, 59.1814
43, 67.5963, 61.4001
Test RMSE: 7.0347, MAE: 1.2814
