Epoch, Train Loss, Validation Loss
1, 156.1163, 213.4856
2, 175.4933, 184.5816
3, 132.2628, 142.9555
4, 112.3683, 109.7363
5, 91.7025, 91.3331
6, 83.9303, 84.1450
7, 72.7468, 87.3637
8, 73.2606, 88.5021
9, 80.0877, 75.9446
10, 73.9718, 63.2904
11, 69.7318, 63.6047
12, 71.2028, 63.7555
13, 69.5129, 64.0226
14, 68.8989, 63.6843
15, 77.3109, 62.0196
16, 69.9807, 58.0340
17, 71.5060, 56.7117
18, 71.9039, 62.1543
19, 64.8440, 61.0714
20, 62.0608, 58.1737
21, 63.3391, 57.2925
22, 71.2514, 58.0465
23, 77.5166, 56.3933
24, 63.7559, 55.4415
25, 75.1734, 60.2414
26, 60.3088, 59.0811
27, 73.5996, 59.3671
28, 67.9845, 61.8888
29, 65.4738, 58.3210
30, 65.6115, 63.3902
31, 62.7289, 63.3996
32, 74.4379, 59.8096
33, 78.4084, 54.9283
34, 77.1381, 59.7401
35, 69.4245, 60.1195
36, 70.1540, 66.0742
37, 61.5219, 61.9364
38, 65.9879, 61.0906
39, 67.4481, 58.1217
40, 62.7888, 56.6365
41, 74.4634, 56.7671
42, 61.1447, 59.1978
43, 68.7117, 61.9343
Test RMSE: 7.0397, MAE: 1.2514
