Epoch, Train Loss, Validation Loss
1, 186.1262, 209.0597
2, 147.5062, 150.2705
3, 107.6935, 124.5966
4, 94.7312, 84.2415
5, 80.4995, 84.3997
6, 84.5806, 75.1988
7, 75.6715, 72.4821
8, 70.7700, 91.1464
9, 77.4449, 60.7939
10, 69.6752, 60.5869
11, 71.5285, 72.8264
12, 72.1312, 55.1140
13, 69.8081, 60.2460
14, 80.3818, 55.4824
15, 74.4367, 53.8672
16, 66.7553, 64.9734
17, 66.2345, 56.4330
18, 272.6961, 55.3677
19, 59.3559, 84.0114
20, 77.1297, 88.4030
21, 72.7999, 57.5307
22, 72.1772, 61.2959
23, 66.7407, 55.5053
24, 69.0316, 59.5155
25, 61.6301, 60.2179
Test RMSE: 6.9981, MAE: 1.6253
