Epoch, Train Loss, Validation Loss
1, 59.9080, 43.1356
2, 42.3575, 40.9705
3, 40.7609, 40.0061
4, 39.2433, 38.5328
5, 35.4655, 34.3905
6, 34.0820, 33.3838
7, 33.6623, 33.4911
8, 33.1995, 32.4948
9, 32.6227, 32.3516
10, 32.2750, 31.6775
11, 31.7675, 31.0142
12, 31.1660, 30.5478
13, 30.6320, 29.9334
14, 30.3237, 29.7855
15, 29.7225, 29.0973
16, 29.5461, 28.7649
17, 28.9482, 29.7975
18, 28.6354, 28.2580
19, 28.3188, 28.0080
20, 28.3501, 28.5838
21, 27.9077, 27.7488
22, 27.7309, 27.8698
23, 27.5156, 27.7414
24, 27.1790, 29.3051
25, 27.0123, 26.9329
26, 26.5312, 26.5877
27, 26.5155, 26.1805
28, 26.0640, 25.9281
29, 25.9744, 26.1447
30, 25.6787, 25.2657
31, 25.1542, 25.5083
32, 24.9494, 24.8479
33, 24.7572, 24.7202
34, 24.5796, 24.4984
35, 24.0696, 24.8722
36, 24.0299, 23.9208
37, 23.7571, 23.9969
38, 23.6966, 23.8958
39, 23.3468, 24.1564
40, 23.1390, 23.8299
41, 22.8598, 23.2416
42, 22.6881, 22.7270
43, 22.5282, 22.6329
44, 22.3933, 22.5657
45, 22.2351, 22.6236
46, 21.9339, 22.2355
47, 21.5892, 22.2663
48, 21.5480, 21.7814
49, 21.3320, 22.7022
50, 21.7625, 22.1320
51, 21.2657, 21.7622
52, 20.9594, 21.3667
53, 20.9175, 21.9091
54, 20.8360, 21.8412
55, 20.7238, 20.9778
56, 20.7747, 21.1638
57, 20.7074, 21.3816
58, 20.4867, 20.6633
59, 20.6173, 21.2644
60, 20.5028, 20.8499
61, 20.4144, 20.9833
62, 20.1580, 20.4076
63, 20.0187, 20.8436
64, 20.1477, 20.7367
65, 20.0045, 20.9152
66, 20.0434, 20.6419
67, 19.7824, 21.0188
68, 20.1457, 21.2189
69, 19.8906, 20.4510
70, 19.9028, 20.5094
71, 19.7096, 20.2687
72, 19.7808, 20.4207
73, 19.6254, 20.0644
74, 19.5132, 19.9876
75, 19.4163, 20.2519
76, 19.5327, 20.2120
77, 19.5197, 20.4361
78, 19.4362, 20.3928
79, 19.4385, 20.0176
80, 19.2924, 20.0558
81, 19.3308, 20.3389
82, 19.1446, 20.1695
83, 19.1484, 19.8502
84, 19.0481, 19.6844
85, 19.2074, 19.7814
86, 19.1724, 20.0771
87, 19.0017, 19.5702
88, 19.0439, 19.6007
89, 18.9830, 20.6201
90, 19.1907, 19.9166
91, 19.0591, 19.9529
92, 18.7560, 19.6169
93, 18.8341, 19.7775
94, 18.8134, 19.1596
95, 18.7673, 19.4022
96, 18.6456, 19.5300
97, 18.6754, 19.4875
98, 18.7040, 19.3012
99, 18.5937, 19.0964
100, 18.6308, 19.4414
101, 18.8303, 19.2893
102, 18.5779, 20.2169
103, 18.5508, 19.3879
104, 18.5782, 19.0311
105, 18.4014, 19.3435
106, 18.4700, 19.1306
107, 18.4773, 19.1357
108, 18.3381, 19.0154
109, 18.3283, 19.1957
110, 18.4434, 19.1426
111, 18.2234, 18.8676
112, 18.2609, 19.0358
113, 18.2931, 19.4362
114, 18.2147, 19.1024
115, 18.1954, 19.0540
116, 18.2631, 19.4194
117, 18.4005, 19.3683
118, 18.1124, 18.8631
119, 17.9485, 19.5940
120, 18.1054, 19.2779
121, 18.0974, 19.3063
122, 18.2251, 19.0461
123, 18.0452, 19.7549
124, 18.1486, 19.0702
125, 18.1183, 18.6918
126, 17.9811, 18.7153
127, 18.0280, 18.8019
128, 17.9977, 19.0749
129, 17.9101, 18.8707
130, 17.8614, 18.4573
131, 18.0673, 18.8395
132, 17.8283, 18.8408
133, 17.9364, 18.5626
134, 17.8092, 18.8471
135, 17.8366, 18.5528
136, 17.7559, 18.6856
137, 17.8428, 18.6692
138, 17.7725, 18.4439
139, 17.7609, 18.4760
140, 17.7205, 18.4867
141, 17.7459, 18.4802
142, 17.6919, 18.8304
143, 17.6584, 18.3626
144, 17.7147, 19.1785
145, 17.6380, 18.3806
146, 17.6471, 18.6501
147, 17.7230, 18.6870
148, 17.6848, 18.7992
149, 17.5991, 18.4715
150, 17.6806, 18.4280
151, 17.5681, 18.3492
152, 17.5643, 18.7103
153, 17.5345, 18.6315
154, 17.5027, 18.2780
155, 17.5861, 18.3544
156, 17.5496, 18.6124
157, 17.5359, 18.3008
158, 17.6209, 18.5116
159, 17.4098, 18.4123
160, 17.4890, 18.7267
161, 17.4857, 18.2510
162, 17.5814, 18.6356
163, 17.3873, 18.7513
164, 17.3835, 18.4137
165, 17.6231, 18.8989
166, 17.3812, 18.2653
167, 17.4410, 18.2926
168, 17.3609, 18.3606
169, 17.4860, 18.4818
170, 17.3281, 18.2327
171, 17.3438, 18.1347
172, 17.2714, 18.2513
173, 17.2995, 18.5432
174, 17.3118, 18.7981
175, 17.3670, 18.1671
176, 17.3848, 18.2236
177, 17.3519, 18.2757
178, 17.2709, 18.3776
179, 17.3214, 18.8662
180, 17.4779, 18.3162
181, 17.3236, 18.3331
Test RMSE: 5.1002, MAE: 0.8807
