Epoch, Train Loss, Validation Loss
1, 156.9236, 220.2645
2, 189.1761, 218.7176
3, 160.0430, 215.4015
4, 168.2883, 209.4934
5, 159.0380, 200.3996
6, 132.9816, 188.1716
7, 122.0943, 174.1018
8, 115.6470, 159.3950
9, 136.6531, 143.8154
10, 107.7136, 127.6032
11, 107.9038, 113.6626
12, 102.0928, 100.6742
13, 90.2683, 90.7164
14, 85.0272, 83.9202
15, 91.0558, 79.3997
16, 81.8318, 75.1730
17, 77.8343, 70.9726
18, 77.0875, 69.0231
19, 69.3020, 67.3110
20, 66.2198, 65.9871
21, 67.4454, 64.8325
22, 74.1080, 63.6074
23, 78.8635, 61.7609
24, 65.3311, 60.0663
25, 75.8645, 60.2755
26, 62.0198, 60.2679
27, 76.5281, 61.1958
28, 69.4204, 62.9530
29, 66.4362, 62.2119
30, 67.2521, 63.4993
31, 65.1985, 63.9368
32, 75.8777, 63.7925
33, 78.1597, 60.7259
34, 78.1859, 60.1048
Test RMSE: 7.1577, MAE: 1.2026
