Epoch, Train Loss, Validation Loss
1, 154.5601, 199.0093
2, 150.8572, 137.0634
3, 111.5096, 106.3986
4, 93.2372, 99.7220
5, 80.9144, 76.2138
6, 81.9124, 74.1643
7, 66.1098, 91.7692
8, 72.9345, 92.3092
9, 78.3421, 67.2802
10, 77.3257, 58.3115
11, 69.8721, 69.8666
12, 73.2692, 67.9640
13, 69.7581, 59.0584
14, 69.5534, 59.6385
15, 77.0338, 64.1979
16, 70.2492, 58.0488
17, 71.4598, 55.4806
18, 71.4980, 63.6513
19, 64.4780, 59.6890
20, 60.9569, 55.9307
21, 62.8722, 57.4229
22, 70.3980, 59.1207
23, 76.0910, 54.7349
24, 64.1045, 54.8777
25, 75.7604, 64.8273
26, 59.6162, 56.9324
27, 72.5031, 57.3645
28, 67.7825, 63.9050
29, 64.4509, 57.0227
30, 64.1939, 63.8898
31, 60.9884, 60.2890
32, 71.4665, 55.8899
33, 76.9594, 54.0749
34, 79.1649, 66.2370
35, 67.0713, 56.8170
36, 66.2744, 62.1749
37, 59.9224, 58.1072
38, 62.1069, 62.8605
39, 62.1099, 54.5566
40, 59.1714, 54.4977
41, 70.6278, 58.3195
42, 55.2895, 55.2574
43, 61.6826, 57.9383
Test RMSE: 6.9539, MAE: 1.2416
