Epoch, Train Loss, Validation Loss
1, 1225814.2945, 223.4338
2, 591.1768, 217.7457
3, 786.6611, 826.2053
4, 3374.1387, 2938.9545
5, 11723.9788, 339.9840
6, 580.5752, 2772.1125
7, 3170.8111, 627.2105
8, 772.9022, 565.0782
9, 899.4361, 259.3765
10, 189.1315, 109.2055
11, 123.3004, 151.2943
12, 116.7488, 108.9042
13, 81.1609, 102.9107
14, 86.1067, 82.2574
15, 79.3963, 71.1130
16, 65.0589, 68.2886
17, 68.8947, 78.1613
18, 66.0836, 78.2221
19, 61.6079, 74.8331
20, 57.6099, 64.9310
21, 53.4252, 61.9502
22, 61.8025, 63.5060
23, 60.2028, 64.6669
24, 49.9518, 77.2504
25, 58.3985, 68.9993
26, 57.0279, 72.9747
27, 54.0670, 71.9226
28, 52.9363, 62.9388
29, 49.4099, 72.0419
30, 63.8650, 59.9283
31, 57.6821, 70.9512
32, 73.9087, 77.5787
33, 58.5516, 64.6666
34, 65.0601, 66.3505
35, 58.9027, 58.4359
36, 56.3290, 67.9548
37, 52.4141, 77.5163
38, 48.4236, 91.4414
39, 47.8072, 72.1876
40, 47.0534, 65.9969
41, 56.6135, 59.1549
42, 41.4912, 62.9298
43, 45.1294, 65.0943
44, 43.8098, 67.1959
45, 48.5755, 63.2280
Test RMSE: 8.1512, MAE: 1.6009
